handle,location,review_title,rating_text,review_text,review_date,value_for_money,product_quality,customer_service,return_claim_made,incentivised_review,user_reviews_count,store_location,user_reviews_likes,rating_value,website,brand,page
Karina,,Woolworths are happy to be complicit in shutting banks but aren't supplying the security features or features of ATM's,5 out of 5 stars,"Today I withdrew money at woolies and left it in the machine as I got distracted. Somebody else stole it as it just sits there with no indications that it hadn't been taken. If I don't put a 50 cent candy in their bagging station the entire machine grinds to a stop but when the shoe is on the other foot I have to get police involved to get my money back. If you want to be an ATM then you need to swallow money and cards that aren't being taken or are being utilised in a suspicious manner. You can't be a local banking outlet and not provide bank ...level security. The staff members were very polite and helpful but once again the company is taking the money and not offering the service. Edit, I rang the manager and he is going to give me the money and charge the customer as stealing from woolies. Yay for woolies and their cctv, this is why I shop at woolies. Changed from 1 star to five!",2023-01-09T11:57:04.000Z,1,1,1,,False,34,,34,5,ProductReview.com.au,Woolworths Physical store,1
Paul Unsworth Jane Watts,,SLUG INSECTS IN LETTUCE,1 out of 5 stars,"I bought a baby cos lettuce,Woolworths brandWhen I made a sandwich, using a cheese slice, there was a live slug in it, on the lettuce.When I checked the packet it also had 3 dead insects in it.Slugs if eaten can cause serious illness,ye Head office as an indication of their lack of concern ,offered a $10 gift card, and had no interest in my photos .Its not about the gift card it is about the cleanliness and safety in regards to the food we eatI will also contact the Health Department.",2023-01-09T03:01:53.000Z,,,,,,3,,1,1,ProductReview.com.au,Woolworths Physical store,1
slick,,Always poor service,1 out of 5 stars,Sat 31 december..mid day very busy..new yesrs eve tonight...only one check out open. Reluctant to open 2nd check out..lots of staff doing the home delivery selection to the point difficult to get down ailes..what a joke ...if customers not welcome in store and they want us all to shop on line then bye bye woolworths after 40 years plus.,2023-01-04T06:01:07.000Z,,,,,,4,,,1,ProductReview.com.au,Woolworths Physical store,1
Andrew,,Texture of a rubber thong,1 out of 5 stars,I usually buy these from Aldi but due to being at Marion early I purchased from Woolworths. Never again the texture is the furthest from tender and they should be ashamed of themselves.,2023-01-03T09:23:32.000Z,,,,,,8,,5,1,ProductReview.com.au,Woolworths Physical store,1
deepak m.,,Why are you even selling this cra#,1 out of 5 stars,I just bought 3 bowls of coco earth ready to eat bowls and I chucked all 3 of them straight in the bin. Where is the truth in advertising? Show something else on the packaging and you open the bowl it’s something else. Smells like plastic all the way. The product had “new and improved”. My question is how can something be improved if it’s new? Please don’t sell crap like this it’s an utter disgust and disgrace to Indian food. Do your suppliers really think consumers are that naive and gullible that they’ll buy any bullshi#. Products like these... will keep me away from woolies. I am sure to tell my friends as well. Not that you people care but one at a time. My receipt number is 62925390019735020123. Store # 2539 Pos 001 Trans 9735 Time and date 15:24 02/01/23,2023-01-02T09:31:11.000Z,1,1,5,,False,,,,1,ProductReview.com.au,Woolworths Physical store,1
Lily-Anne,"Northeast, VIC",Half eaten punnet strawberries,1 out of 5 stars,"When I opened my punnet of strawberries today, I ate one and suddenly when I looked down in my strawberry punnet there were half eaten strawberries even though I brought the packet today. I am absolutely disgusted in how unhygienic and unsanitary my product of what I brought was. U am concerned for myself due to already eating one of the strawberries that could’ve been contained with someone else’s germs.",2023-01-02T07:56:06.000Z,,1,,False,False,,"High Street Wodonga, Victoria",,1,ProductReview.com.au,Woolworths Physical store,1
Maria,"Metropolitan Adelaide, SA",Xmas platter,1 out of 5 stars,Ordered a chicken xmas platter to take to a function. Ordered weeks in advance as suggested. Picked up xmas eve. 2 chickens presented in bags was told they had run out of coleslaw! What us the point if pre ordering. I was expecting a well presented platter like it was advertised. Sorry but won't be ordering another xmas platter from woolworths at blakes crossing.,2023-01-02T03:10:41.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,1
harry r.,"Western District, VIC",oysters bought for Christmas day,1 out of 5 stars,purchased Christmas eve attempted to eat Christmas morning out of 4. 2 x were off the whole lot binned $20 gone. must have been chucked 3 /4 days prior to sale not good enough,2022-12-25T23:58:17.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,1
Alan,"Sydney Surrounds, NSW",Pacific Oysters for X'mas? They have been frozen at Woolworths... yak...,1 out of 5 stars,"My title says it all, except for the ""special"" price , of course... as far as their taste: yak, yuk, etc...",2022-12-24T10:56:32.000Z,1,1,,False,False,,,,1,ProductReview.com.au,Woolworths Physical store,1
Michael S.,,They advertise a special of Breeders Choice Cat litter and have none on the shelves- Just bait advertising,1 out of 5 stars,"They do this with many products, but here's a clear example. They Advertise a special of ""Breeders choice cat litter 24L"" and you go in there to find the shelves are empty and they only had 5 or less bags in stock! They repeatedly do this and with other items too. You get sick of wasting your time going there",2022-12-24T06:50:09.000Z,1,1,1,,False,4,,,1,ProductReview.com.au,Woolworths Physical store,1
Serkan,,Woolworhts Refusing Refund and Return for No Reason,1 out of 5 stars,"Today (23/12/2022 at 14:49 pm) i have purchased orange juice and kept in fridge then at 19:00 pm, I went back to return item first time. one of the lady refused to return. Her reason was item cannot be returned as its fridge item. which i was keeping in the fridge, afterward [Name Removed] came in , by the looks like he was an supervisor, he didn't want to talk to me with his high attitude. Which i was asking him to show me the rule why i cannot return the item which is untouched. Horrible customer service, horrible explanation. Coles win new customer.",2022-12-23T10:20:22.000Z,1,,1,True,False,6,,3,1,ProductReview.com.au,Woolworths Physical store,1
Kylie,,Known problem with Eftpos,1 out of 5 stars,"An (honest) young woolies employee then came up to me and said ""Were you at the end check out' i... said ""Yes"" then she said ""its a problem with the machine there. It doubles the first number you put in"". If it is a known problem why not warn customers before they go through? Better still - fix the problemx? I called my bank. I now have to change my pin number. I ended up just walking out and leaving my shopping there. ",2022-12-21T06:56:56.000Z,,,,,,29,,30,1,ProductReview.com.au,Woolworths Physical store,1
john and val s,,Bloody tough lamb.,1 out of 5 stars,"i would expect better from woolworths,we used to get our meat from ALDI, it got too tough,and now we get meat from woolworths that is inedibile,unless you want to break your teeth,",2022-12-20T08:51:14.000Z,1,1,1,,False,2,,2,1,ProductReview.com.au,Woolworths Physical store,1
Harry,,Zero customer service with half a dozen employees just standing around & looking.,1 out of 5 stars,I stopped at WA Singleton store the other day to buy some frozen foods and took my items to a checkout but was told to go to another one as this was closing down. I moved to line up at the other checkout only to be told it too was closing down and to move for another one . At least 2 other customers in the same situation trying to pay for their items and not a single checkout opened. Meanwhile 3 staff were standing and chatting near the self checkouts and one of them pointed to them asking us to use them. Also 2 more staff were at the self chec...kout exit checking customer receipts yet not one of them willing to open up a checkout for customers. After almost 5 minutes of trying to have a checkout open one of the customers decided to leave the trolley with goods behind and walk out of the store. I was just about to follow her but finally one of the staff opened up the 12 items or less counter so we could pay for the items. I understand that the stores are trying to increase profits by getting all customers to use self serve but customers are not getting any discounts for using them and there is no saving for shareholders either when at least 5 staff are hanging around the checkouts and getting paid but refusing to serve waiting customers. Needless to say I will take the advice of one of the other customers in line behind me and if I can avoid it will never set foot in another Woolworths again. Aldi may not be an Australian company but has cheaper grocery prices and is not pushing customers into using self serve checkouts.,2022-12-20T04:38:47.000Z,1,,1,False,False,14,,24,1,ProductReview.com.au,Woolworths Physical store,1
Nic,,Only ever 3 tills open,2 out of 5 stars,Even though right now it’s so busy there is still only ever 2 or 3 tills open.It’s ridiculous I waited 25mins last weekendThe self serve is full of trolleys and to be fair I don’t blame them!,2022-12-20T01:19:51.000Z,,,,,,42,,15,2,ProductReview.com.au,Woolworths Physical store,1
Disappointed,"Greater Melbourne (Metropolitan), VIC",Rotten Salad items from Heidelberg,1 out of 5 stars,"Ordered direct to boot on 14/12/22, salad items use by dates were 16th and 18th and already rotten. Expected fresher items, a waste of my time and money.",2022-12-16T19:26:58.000Z,1,1,,False,False,,,,1,ProductReview.com.au,Woolworths Physical store,1
Turkish bread,,Out of date bread,2 out of 5 stars,Bought a loaf of turkish bread and the next day it was mouldy. When I looked I saw that it was already out of date when I bought it.,2022-12-16T01:35:40.000Z,1,1,,False,False,,,,2,ProductReview.com.au,Woolworths Physical store,1
Kasper,,"Woolworths, you’ve done it again",1 out of 5 stars,"In the last 2 weeks I have visited my local Woolies in Greenfields several times looking for dog food. And on all occasions I have walked out wondering if we live in a 3 rd world country. The shelves have been completely empty except for ridiculously priced items.I know I’m only 1 person, but reading the reviews about Woolworths it seems many ppl feel the same way.Ups yours Woolies, I’m taking my money elsewhere. Coles, Aldi to name but a few, oh and while I’m having a gripe, when hiring pple for the Woolies petrol station, how about getting them to pass a speech test as many of them are from India and I can’t understand a bloody word they say.",2022-12-09T05:39:05.000Z,1,2,3,,False,2,,3,1,ProductReview.com.au,Woolworths Physical store,1
